annisapus20,"@Askrlfess Jangan kan crush, temenku kaya gitu sekali dua kali langsung aku byeeee, gabaik buat kesehatan mental hoek😋",Jangan kan crush temenku kaya gitu sekali dua kali langsung aku byeeee gabaik buat kesehatan mental hoek,jangan kan crush temenku kaya gitu sekali dua kali langsung aku byeeee gabaik buat kesehatan mental hoek,"['jangan', 'kan', 'crush', 'temenku', 'kaya', 'gitu', 'sekali', 'dua', 'kali', 'langsung', 'aku', 'byeeee', 'gabaik', 'buat', 'kesehatan', 'mental', 'hoek']","['jangan', 'kan', 'crush', 'temenku', 'kaya', 'gitu', 'sekali', 'kali', 'langsung', 'aku', 'byeeee', 'gabaik', 'buat', 'kesehatan', 'mental', 'hoek']",jangan kan crush temenku kaya gitu sekali kali langsung aku byeeee gabaik buat sehat mental hoek
uname_d,@ladilbolala Kalo pola hidup sehat ka?Secara ga langsung berdampak sama kesehatan mental,Kalo pola hidup sehat ka Secara ga langsung berdampak sama kesehatan mental,kalo pola hidup sehat ka secara ga langsung berdampak sama kesehatan mental,"['kalo', 'pola', 'hidup', 'sehat', 'ka', 'secara', 'ga', 'langsung', 'berdampak', 'sama', 'kesehatan', 'mental']","['kalo', 'pola', 'hidup', 'sehat', 'ka', 'ga', 'langsung', 'berdampak', 'sama', 'kesehatan', 'mental']",kalo pola hidup sehat ka ga langsung dampak sama sehat mental
Cilokba__,@maudlinamida @worksfess Bener yaa kesehatan mental penting boss );,Bener yaa kesehatan mental penting boss,bener yaa kesehatan mental penting boss,"['bener', 'yaa', 'kesehatan', 'mental', 'penting', 'boss']","['bener', 'yaa', 'kesehatan', 'mental', 'penting', 'boss']",bener yaa sehat mental penting boss
mas_bakul,"@sbyfess yah saran saya tinggalin aja ka, mending fokus ngurusin utang aja daripada ketambah masalah² lain... selametin dulu kesehatan mental kmu soal uang masih bisa dicari 👐 semangat",yah saran saya tinggalin aja ka mending fokus ngurusin utang aja daripada ketambah masalah lain selametin dulu kesehatan mental kmu soal uang masih bisa dicari semangat,yah saran saya tinggalin aja ka mending fokus ngurusin utang aja daripada ketambah masalah lain selametin dulu kesehatan mental kmu soal uang masih bisa dicari semangat,"['yah', 'saran', 'saya', 'tinggalin', 'aja', 'ka', 'mending', 'fokus', 'ngurusin', 'utang', 'aja', 'daripada', 'ketambah', 'masalah', 'lain', 'selametin', 'dulu', 'kesehatan', 'mental', 'kmu', 'soal', 'uang', 'masih', 'bisa', 'dicari', 'semangat']","['yah', 'saran', 'tinggalin', 'aja', 'ka', 'mending', 'fokus', 'ngurusin', 'utang', 'aja', 'ketambah', 'masalah', 'selametin', 'dulu', 'kesehatan', 'mental', 'kmu', 'soal', 'uang', 'bisa', 'dicari', 'semangat']",yah saran tinggalin aja ka mending fokus ngurusin utang aja tambah masalah selametin dulu sehat mental kmu soal uang bisa cari semangat
lelongPROJECT,"Sebuah penelitian mengungkapkan bahwa liburan ke pantai diyakini ampuh untuk mengurangi depresi, meningkatkan kreativitas, dan mengembalikan kesehatan mental. Tidak akan ada yang bisa menolak pesona pantai dengan aroma air laut segar dan gemeresik daun kelapa yang bertiup. https://t.co/mEKk8ivLgi",Sebuah penelitian mengungkapkan bahwa liburan ke pantai diyakini ampuh untuk mengurangi depresi meningkatkan kreativitas dan mengembalikan kesehatan mental Tidak akan ada yang bisa menolak pesona pantai dengan aroma air laut segar dan gemeresik daun kelapa yang bertiup,sebuah penelitian mengungkapkan bahwa liburan ke pantai diyakini ampuh untuk mengurangi depresi meningkatkan kreativitas dan mengembalikan kesehatan mental tidak akan ada yang bisa menolak pesona pantai dengan aroma air laut segar dan gemeresik daun kelapa yang bertiup,"['sebuah', 'penelitian', 'mengungkapkan', 'bahwa', 'liburan', 'ke', 'pantai', 'diyakini', 'ampuh', 'untuk', 'mengurangi', 'depresi', 'meningkatkan', 'kreativitas', 'dan', 'mengembalikan', 'kesehatan', 'mental', 'tidak', 'akan', 'ada', 'yang', 'bisa', 'menolak', 'pesona', 'pantai', 'dengan', 'aroma', 'air', 'laut', 'segar', 'dan', 'gemeresik', 'daun', 'kelapa', 'yang', 'bertiup']","['sebuah', 'penelitian', 'mengungkapkan', 'liburan', 'pantai', 'diyakini', 'ampuh', 'mengurangi', 'depresi', 'meningkatkan', 'kreativitas', 'mengembalikan', 'kesehatan', 'mental', 'akan', 'menolak', 'pesona', 'pantai', 'aroma', 'air', 'laut', 'segar', 'gemeresik', 'daun', 'kelapa', 'yang', 'bertiup']",buah teliti ungkap libur pantai yakin ampuh kurang depresi tingkat kreativitas kembali sehat mental akan tolak pesona pantai aroma air laut segar gemeresik daun kelapa yang tiup
skjnmoon,sangadddd sangadddd tydack baik untuk kesehatan mental w,sangadddd sangadddd tydack baik untuk kesehatan mental ,sangadddd sangadddd tydack baik untuk kesehatan mental ,"['sangadddd', 'sangadddd', 'tydack', 'baik', 'untuk', 'kesehatan', 'mental']","['sangadddd', 'sangadddd', 'tydack', 'baik', 'kesehatan', 'mental']",sangadddd sangadddd tydack baik sehat mental
safemytwt,bahkan gue pernah cari informasi buat dateng ke psikiater dan psikolog saking ancur nya mental gue! apa lo gk tau gue benerin kesehatan mental gue dengan rasa yg gapernah gue bayangin!,bahkan gue pernah cari informasi buat dateng ke psikiater dan psikolog saking ancur nya mental gue apa lo gk tau gue benerin kesehatan mental gue dengan rasa yg gapernah gue bayangin,bahkan gue pernah cari informasi buat dateng ke psikiater dan psikolog saking ancur nya mental gue apa lo gk tau gue benerin kesehatan mental gue dengan rasa yg gapernah gue bayangin,"['bahkan', 'gue', 'pernah', 'cari', 'informasi', 'buat', 'dateng', 'ke', 'psikiater', 'dan', 'psikolog', 'saking', 'ancur', 'nya', 'mental', 'gue', 'apa', 'lo', 'gk', 'tau', 'gue', 'benerin', 'kesehatan', 'mental', 'gue', 'dengan', 'rasa', 'yg', 'gapernah', 'gue', 'bayangin']","['bahkan', 'gue', 'pernah', 'cari', 'informasi', 'buat', 'dateng', 'psikiater', 'psikolog', 'saking', 'ancur', 'nya', 'mental', 'gue', 'lo', 'gk', 'tau', 'gue', 'benerin', 'kesehatan', 'mental', 'gue', 'rasa', 'gapernah', 'gue', 'bayangin']",bahkan gue pernah cari informasi buat dateng psikiater psikolog saking ancur nya mental gue lo gk tau gue benerin sehat mental gue rasa gapernah gue bayangin
lilchimeow,@ladilbolala Hubungan covid sama kesehatan mental anak2 muda,Hubungan covid sama kesehatan mental anak muda,hubungan covid sama kesehatan mental anak muda,"['hubungan', 'covid', 'sama', 'kesehatan', 'mental', 'anak', 'muda']","['hubungan', 'covid', 'sama', 'kesehatan', 'mental', 'anak', 'muda']",hubung covid sama sehat mental anak muda
kompascom,"Tidak hanya kekerasan fisik saja, kekerasan verbal juga memiliki dampak buruk bagi kesehatan mental. Simak penjelasannya di sini https://t.co/XkNYduV6je",Tidak hanya kekerasan fisik saja kekerasan verbal juga memiliki dampak buruk bagi kesehatan mental Simak penjelasannya di sini,tidak hanya kekerasan fisik saja kekerasan verbal juga memiliki dampak buruk bagi kesehatan mental simak penjelasannya di sini,"['tidak', 'hanya', 'kekerasan', 'fisik', 'saja', 'kekerasan', 'verbal', 'juga', 'memiliki', 'dampak', 'buruk', 'bagi', 'kesehatan', 'mental', 'simak', 'penjelasannya', 'di', 'sini']","['hanya', 'kekerasan', 'fisik', 'kekerasan', 'verbal', 'memiliki', 'dampak', 'buruk', 'kesehatan', 'mental', 'simak', 'penjelasannya', 'sini']",hanya keras fisik keras verbal milik dampak buruk sehat mental simak jelas sini
jieunicityx,"Menstabilkan persediaan energi di dalam tubuh.Memperbaiki suasana hati (mood).Membantu menjaga berat badan ideal.Membantu mencegah timbulnya masalah pada kesehatan mental, seperti kecemasan, depresi, dan ADHD.",Menstabilkan persediaan energi di dalam tubuh Memperbaiki suasana hati mood Membantu menjaga berat badan ideal Membantu mencegah timbulnya masalah pada kesehatan mental seperti kecemasan depresi dan ADHD,menstabilkan persediaan energi di dalam tubuh memperbaiki suasana hati mood membantu menjaga berat badan ideal membantu mencegah timbulnya masalah pada kesehatan mental seperti kecemasan depresi dan adhd,"['menstabilkan', 'persediaan', 'energi', 'di', 'dalam', 'tubuh', 'memperbaiki', 'suasana', 'hati', 'mood', 'membantu', 'menjaga', 'berat', 'badan', 'ideal', 'membantu', 'mencegah', 'timbulnya', 'masalah', 'pada', 'kesehatan', 'mental', 'seperti', 'kecemasan', 'depresi', 'dan', 'adhd']","['menstabilkan', 'persediaan', 'energi', 'dalam', 'tubuh', 'memperbaiki', 'suasana', 'hati', 'mood', 'membantu', 'menjaga', 'berat', 'badan', 'ideal', 'membantu', 'mencegah', 'timbulnya', 'masalah', 'kesehatan', 'mental', 'kecemasan', 'depresi', 'adhd']",stabil sedia energi dalam tubuh baik suasana hati mood bantu jaga berat badan ideal bantu cegah timbul masalah sehat mental cemas depresi adhd
leoraroel,@ladilbolala kesehatan mental,kesehatan mental,kesehatan mental,"['kesehatan', 'mental']","['kesehatan', 'mental']",sehat mental
magdaleneid,"Sebagai masyarakat, kita dapat ikut aksi pencegahan perubahan iklim baik melalui upaya individu dengan menjalankan gaya hidup ramah lingkungan maupun upaya kolektif dengan bergabung di gerakan untuk mendorong kebijakan yang lebih ramah lingkungan.https://t.co/gBLSGTJmIp",Sebagai masyarakat kita dapat ikut aksi pencegahan perubahan iklim baik melalui upaya individu dengan menjalankan gaya hidup ramah lingkungan maupun upaya kolektif dengan bergabung di gerakan untuk mendorong kebijakan yang lebih ramah lingkungan,sebagai masyarakat kita dapat ikut aksi pencegahan perubahan iklim baik melalui upaya individu dengan menjalankan gaya hidup ramah lingkungan maupun upaya kolektif dengan bergabung di gerakan untuk mendorong kebijakan yang lebih ramah lingkungan,"['sebagai', 'masyarakat', 'kita', 'dapat', 'ikut', 'aksi', 'pencegahan', 'perubahan', 'iklim', 'baik', 'melalui', 'upaya', 'individu', 'dengan', 'menjalankan', 'gaya', 'hidup', 'ramah', 'lingkungan', 'maupun', 'upaya', 'kolektif', 'dengan', 'bergabung', 'di', 'gerakan', 'untuk', 'mendorong', 'kebijakan', 'yang', 'lebih', 'ramah', 'lingkungan']","['masyarakat', 'dapat', 'ikut', 'aksi', 'pencegahan', 'perubahan', 'iklim', 'baik', 'melalui', 'upaya', 'individu', 'menjalankan', 'gaya', 'hidup', 'ramah', 'lingkungan', 'maupun', 'upaya', 'kolektif', 'bergabung', 'gerakan', 'mendorong', 'kebijakan', 'lebih', 'ramah', 'lingkungan']",masyarakat dapat ikut aksi cegah ubah iklim baik lalu upaya individu jalan gaya hidup ramah lingkung maupun upaya kolektif gabung gera dorong bijak lebih ramah lingkung
newsmerahputih,Staycation dan Workcation Jadi Pilihan untuk Kesehatan Mental.#merahputihcom #staycation #Workcation https://t.co/RANpDhjvM8,Staycation dan Workcation Jadi Pilihan untuk Kesehatan Mental merahputihcom staycation Workcation,staycation dan workcation jadi pilihan untuk kesehatan mental merahputihcom staycation workcation,"['staycation', 'dan', 'workcation', 'jadi', 'pilihan', 'untuk', 'kesehatan', 'mental', 'merahputihcom', 'staycation', 'workcation']","['staycation', 'workcation', 'jadi', 'pilihan', 'kesehatan', 'mental', 'merahputihcom', 'staycation', 'workcation']",staycation workcation jadi pilih sehat mental merahputihcom staycation workcation
happyend2022,"Tinggalkan orang toxic demi kesehatan mental, sayangi mentalmu, skrg fokus aja sm cita-cita dan impianmu",Tinggalkan orang toxic demi kesehatan mental sayangi mentalmu skrg fokus aja sm cita cita dan impianmu,tinggalkan orang toxic demi kesehatan mental sayangi mentalmu skrg fokus aja sm cita cita dan impianmu,"['tinggalkan', 'orang', 'toxic', 'demi', 'kesehatan', 'mental', 'sayangi', 'mentalmu', 'skrg', 'fokus', 'aja', 'sm', 'cita', 'cita', 'dan', 'impianmu']","['tinggalkan', 'orang', 'toxic', 'kesehatan', 'mental', 'sayangi', 'mentalmu', 'skrg', 'fokus', 'aja', 'sm', 'cita', 'cita', 'impianmu']",tinggal orang toxic sehat mental sayang mental skrg fokus aja sm cita cita impi
mdyprttrn,Kesehatan mental di uji kalo kk ke3 pulang. Tapi aku senang juga karna ada teman main hehehe3x,Kesehatan mental di uji kalo kk ke pulang Tapi aku senang juga karna ada teman main hehehex,kesehatan mental di uji kalo kk ke pulang tapi aku senang juga karna ada teman main hehehex,"['kesehatan', 'mental', 'di', 'uji', 'kalo', 'kk', 'ke', 'pulang', 'tapi', 'aku', 'senang', 'juga', 'karna', 'ada', 'teman', 'main', 'hehehex']","['kesehatan', 'mental', 'uji', 'kalo', 'kk', 'pulang', 'aku', 'senang', 'karna', 'teman', 'main', 'hehehex']",sehat mental uji kalo kk pulang aku senang karna teman main hehehex
bukansayang_,@leejeluolu SEDIH BANGET SAMPE KEBAWA MIMPIIIIII 😭btw emang banyak yang protes gara-gara gituu satu dus tapi isinya kesehatan mental yang bikin kena mental 😭,SEDIH BANGET SAMPE KEBAWA MIMPIIIIII btw emang banyak yang protes gara gara gituu satu dus tapi isinya kesehatan mental yang bikin kena mental,sedih banget sampe kebawa mimpiiiiii btw emang banyak yang protes gara gara gituu satu dus tapi isinya kesehatan mental yang bikin kena mental,"['sedih', 'banget', 'sampe', 'kebawa', 'mimpiiiiii', 'btw', 'emang', 'banyak', 'yang', 'protes', 'gara', 'gara', 'gituu', 'satu', 'dus', 'tapi', 'isinya', 'kesehatan', 'mental', 'yang', 'bikin', 'kena', 'mental']","['sedih', 'banget', 'sampe', 'kebawa', 'mimpiiiiii', 'btw', 'emang', 'banyak', 'protes', 'gara', 'gara', 'gituu', 'satu', 'dus', 'isinya', 'kesehatan', 'mental', 'bikin', 'kena', 'mental']",sedih banget sampe bawa mimpiiiiii btw emang banyak protes gara gara gituu satu dus isi sehat mental bikin kena mental
igidiary,"""kita kan belajar psikologi, jadi kita juga harus menjaga kesehatan mental kita""☺️👌",kita kan belajar psikologi jadi kita juga harus menjaga kesehatan mental kita,kita kan belajar psikologi jadi kita juga harus menjaga kesehatan mental kita,"['kita', 'kan', 'belajar', 'psikologi', 'jadi', 'kita', 'juga', 'harus', 'menjaga', 'kesehatan', 'mental', 'kita']","['kan', 'belajar', 'psikologi', 'jadi', 'juga', 'menjaga', 'kesehatan', 'mental']",kan ajar psikologi jadi juga jaga sehat mental
ekapusp,Kesehatan mental itu berharga banget emang.,Kesehatan mental itu berharga banget emang,kesehatan mental itu berharga banget emang,"['kesehatan', 'mental', 'itu', 'berharga', 'banget', 'emang']","['kesehatan', 'mental', 'berharga', 'banget', 'emang']",sehat mental harga banget emang
Satryaadp_,@intanorii Uang berpengaruh besar untuk kesehatan mental kita,Uang berpengaruh besar untuk kesehatan mental kita,uang berpengaruh besar untuk kesehatan mental kita,"['uang', 'berpengaruh', 'besar', 'untuk', 'kesehatan', 'mental', 'kita']","['uang', 'berpengaruh', 'besar', 'kesehatan', 'mental']",uang pengaruh besar sehat mental
rawrzahra,"org yg play victim tuh bahaya bgt deh suer, baik untuk kesehatan mental kamu dan fisik kamu. you never know what they will do behind you. so please stay away.",org yg play victim tuh bahaya bgt deh suer baik untuk kesehatan mental kamu dan fisik kamu you never know what they will do behind you so please stay away,org yg play victim tuh bahaya bgt deh suer baik untuk kesehatan mental kamu dan fisik kamu you never know what they will do behind you so please stay away,"['org', 'yg', 'play', 'victim', 'tuh', 'bahaya', 'bgt', 'deh', 'suer', 'baik', 'untuk', 'kesehatan', 'mental', 'kamu', 'dan', 'fisik', 'kamu', 'you', 'never', 'know', 'what', 'they', 'will', 'do', 'behind', 'you', 'so', 'please', 'stay', 'away']","['org', 'play', 'victim', 'tuh', 'bahaya', 'bgt', 'deh', 'suer', 'baik', 'kesehatan', 'mental', 'kamu', 'fisik', 'kamu', 'you', 'never', 'know', 'what', 'they', 'will', 'do', 'behind', 'you', 'so', 'please', 'stay', 'away']",org play victim tuh bahaya bgt deh suer baik sehat mental kamu fisik kamu you never know what they will do behind you so please stay away
VFhar,"ga selamanya block, hide, unfollowitu childish, because menjagakesehatan mental itu yangterpenting.",ga selamanya block hide unfollowitu childish because menjagakesehatan mental itu yangterpenting,ga selamanya block hide unfollowitu childish because menjagakesehatan mental itu yangterpenting,"['ga', 'selamanya', 'block', 'hide', 'unfollowitu', 'childish', 'because', 'menjagakesehatan', 'mental', 'itu', 'yangterpenting']","['ga', 'selamanya', 'block', 'hide', 'unfollowitu', 'childish', 'because', 'menjagakesehatan', 'mental', 'yangterpenting']",ga lama block hide unfollowitu childish because menjagakesehatan mental yangterpenting
MardhiyahPuji,Terkadang bersikap bodoamat itu penting banget buat kenyamanan diri sendiri. Tujuannya biar ngga terlalu overthinking dan bisa menjaga kesehatan mental kita.,Terkadang bersikap bodoamat itu penting banget buat kenyamanan diri sendiri Tujuannya biar ngga terlalu overthinking dan bisa menjaga kesehatan mental kita,terkadang bersikap bodoamat itu penting banget buat kenyamanan diri sendiri tujuannya biar ngga terlalu overthinking dan bisa menjaga kesehatan mental kita,"['terkadang', 'bersikap', 'bodoamat', 'itu', 'penting', 'banget', 'buat', 'kenyamanan', 'diri', 'sendiri', 'tujuannya', 'biar', 'ngga', 'terlalu', 'overthinking', 'dan', 'bisa', 'menjaga', 'kesehatan', 'mental', 'kita']","['terkadang', 'bersikap', 'bodoamat', 'penting', 'banget', 'buat', 'kenyamanan', 'diri', 'sendiri', 'tujuannya', 'biar', 'ngga', 'terlalu', 'overthinking', 'bisa', 'menjaga', 'kesehatan', 'mental']",terkadang sikap bodoamat penting banget buat nyaman diri sendiri tuju biar ngga terlalu overthinking bisa jaga sehat mental
