cocoaadeluxe,sikap buruk ama ramai orang alias membully timbul luka dalam bahkan sehat mental orang kadang juga laku sadar,Negatif
Mumus3101,saran kakak rep jangan lupa jaga sehat mental sm fisik nder soal stress bisa ngaruh rontok rambuttsemangat nderr,Positif
myvervorjoy,fisik sehat mental tu penting,Positif
matsuyamafurano,pokok sehat mental sehat hati diri sendiri eksklusif jgn sakit hal kecil salah ambil putus ujung bahaya diri sendiri,Positif
onegodjihyo,aku mau kasih saran nya opposite ajah wkwkwkadang kalo semua nya serba salah udah usaha maksimal tetep gak sesuai ekspektasi mungkin bukan kita nya pribadi tempat nya sendiri udah gak kondusif sehat fisik sama mental tetep nomor,Negatif
EunRose18,kali na pd and jiwon ga ush ngajakin cewe tu niatx pgen enjoy nonton mlah ngerusak sehat mental gue,Positif
collegemenfess,cm kalian inovasi perlu dikembangin yg ada utama bidang psikologi sehat mental yaa tp itu jg drop makasiii,Positif
papoydame,tau batas pikirin orang sama sehat mental nya hihh gua makan lu,Positif
Aquarrrs321,cuma nino magadir bahkan ga mikir mental anak sehat mba andin lg hamil cuma mentingin ego amp emosi si nino ikatancinta,Positif
adowoonie,kek so banget mentang mentang line lo lebi tua dia bukan bela lo tau sehat mental lebih penting malah lo sendiri bikin tuh bocah kena sinting ye mentang mentang tren nya spall spill matalu spill liat liat lawan nya ogeb,Positif
azkadotid,sering tulis jurnal maudy ayunda ungkap manfaat sehat mental,Positif
dalkomcarrot,derella klo lu udh ga kuat mending lu unfoll aja deh shen sehat mental lu jga,Positif
DestyAOG,aminnnnnnwalaupun mental senggol tipis tipis gila gila kerja layan kesehatansetidaknya duit buat healing jajan merchnya om om ganteng,Negatif
TokoRagil,henti rokok amp putus siklus tari diri nikotin sehat mental anda akan tingkat british medical journal,Negatif
satbrimobda,bina rohani mental personel batalyon pelopor satu brimob polda sulawesi tenggara agama islam untuk tingkat iman taqwa allah swt tengah pandemi covid tetap patuh protokol sehat jum at,Positif
Algebrigel,bahas pengaruh twitter sehat mental remaja nder wkwkw btw aku ngasal,Positif
qkrwlsdud26,tunggu jinyoung kaya gin demi sehat mental demi sehat mental nonton wkwkwkk,Positif
Landiameganus,thn kuliah psikologi ajar manusia sehat mental nyata cukup buat sembuh,Positif
LutviIsmaya,sedang jatuh cinta sama buku bahas sehat mental bius jam selesai baca buku biji hlm,Positif
seirenesss,please jauhin baik deserve bettercowo sampah kyk gitu mah buang aja nderlagian jodoh udah atur kok pusing mertahanin kyk gitu ngga worth sama sehat mental mucomecome,Negatif
leedongh6,take your time sehat fisik mental lebih harga semangattt wish get better soon,Positif
milia_on_7,kalau lanjut aku bakal ignore sehat mental my headcanon aya geo kasi masa musti jumpalit kek bokap nya,Positif
imsunghoont,mending blokir nomer afie sih sehat mental,Positif
Morphinepple,sehat mental baik jauh orang manipulatif em,Positif
zeronol0,putus ga mudah mba sehat mba jauh lebih penting sehat mental mba uang di cari kesehtan ga nilai mba semangat mba,Positif
jaerinthebunnyx,done makjii aku lg uninstal ig sehat mental wkwk jd lewat web yaa makji,Positif
glummyummy,suruh cek sehat mental sama orang mental nya ketikanduh duh,Positif
jjunchae,asupan sehat fisik mental,Netral
Aleviathan_,kak its sehat sama mental lu lbh utama jgn terlalu pikirin yg ga penting sehat selalu kak,Positif
Joe_Wiet,cek dulu kondisi sehat mental kakek renta masih normal gak,Positif
Themoodbreaker,poin sini makin tahun masalah sexualitas sehat mental udah sangat perhati banget jadi jangan ragu ges kalau emang butuh bantu profesional ntar tolak sama owner pt usaha apa deh,Positif
exoplanet_girls,njirr makin banyak aja begitu mapan mau punya anak aja rencana panjang pikir matang ni bocah mahar murah busett lu kata gedein anak makan batu gk tanggung jwb sm sehat mental fisik hooh,Positif
Themoodbreaker,pt dulu jakarta sering ketemu drh kamu ga gejala bipolar aku engga dok saya kalau sehat mental bagus tahun sekali mesti cek rsj drh iya aku lihat cvmu kamu psikologi pernah ngajar slb,Positif
glazedsaturn,aku dapet sehat mental susah deh keluarga mulu,Positif
besta_,saran nih pindah jago much better sehat mental,Positif
wildane_snare,percaya bestie saia diet ig hanya twitter aman sehat mental,Positif
adriananina_,tidur lebih awal penting sehat mental kalau mental baik meski tidur rentang jam udah cukup lebih mudah bangun lebih awal ga ngerasa kurang tidur kalau mental buruk banyak apa kamu tidur rasa selalu kurang,Positif
chaemin151311,the sweetest terimakasihh huhuu makasih atas asupan sehat fisik mental,Positif
satriablegoeh,sehat mental perlu mbak wkwkwk,Positif
dedellrrr,promise this is the last one ga baik buat sehat mental wkwkwk,Positif
order666666,neng banget akhir kamu ketrima kerja yaaa tetep semangat kuatin mental jaga sehat moga rejeki km jadi berkah papa sama mama kamu yaaa,Positif
okezonenews,jaga sehat mental kendall jenner suka tulis buku hari lengkapcepatberitanya celebrity kabarartis gosip,Positif
argonatrium,kalo kata guru bikin karya tulis jangan sampe sulit diri jd aku kasih saran mending topik deket sm kamu kamu tau banget ttg topik kalo ttg psikologis misal pengaruh sosial media sehat mental remaja,Negatif
etoileyj,hyuka taehyun jawab gue mau kalian sehat mental gue,Positif
hdbrjfifnsbshfi,frontline pc punten min main persib babak kahiji maha alus teu tos tanding teu lalajo sehat mental ameh teu rungsing nempo permaenan butut si cungur rene,Positif
lovelyhwanjun,one iyh btul tdk baik sehat mental,Positif
daaisiy,dulu aku rajin banget deh buat balesin tweet sehat seksual mental illness sama relationship sekarang loyo,Positif
slotbocoran_,akhir babon kakek uus keluar fren langsung aman kan menang sehat mental fren pola olympusx manual xxxx quick auto xvx dc onx turbo auto vxv dc onx quick auto xvx dc onlink main bio fren ada bonus,Positif
klepon04,iya kak sehat mental batin wwwwww,Positif
silmyfaiziaa,ga worth it buat sehat mental loh mi,Positif
Richadhrmwt,ris disaranin sehat otak mental mndingan jangan,Positif
SalamchatID,sekali sekali makan makan kadar gula tinggi memang gak masalah konsumsi gula lebih jangka panjang efek buruk sehat mental kn ppel shipley,Positif
RoyKimochi,la halaah sehat mental modal self diagnose aja,Positif
justanono,la susah emang paham soal sehat mental kalo otak,Positif
jasminyeee,nder paling bener kamu stan bangtan aja lah sehat mental,Positif
O2HUEKANG,kamu perlu aku block sehat jiwa mental raga,Positif
futureaythvr,ada studi nya polusi suara lebih turun sehat cuma mental jangan lumrah sama polusi suara cuma itu biasa masyarakat,Positif
rddhty,paling penting emang sehat mental,Positif
virasatque,renti berekspektasi sehat mental hati,Negatif
alzaela008,kondisi tubuh drop sehat mental jg jd lebih rapuh,Positif
tomatonna6,ambis tapi tetep jaga sehat fisik mental benar agak susah buat jaga sehat mental banyak faktor bakal muncul di masa masa kayak begini bayak bagai macam tekan tapi usahain tetap tegar jangan nyerah,Positif
archyaw_,pengin resign bumi kalo liat liat doang loh padahal soal kalo ngobrol udah ga sanggup sehat mental guncang,Positif
Jabar24Jam,manfaat mimpi sehat mental tanda orang amnesia bakal ulang mimpi,Positif
beella_by,aku selalu usaha terima nyata kalau aku emang stressbukannya kunci sehat mental emosi terima,Positif
mas_bakul,rehat dulu buat sehat mental,Positif
Adawiyy46655443,pada dasar terlalu baik ga baik sehat mental,Positif
baaddbuudd,gantung kalo lidah julid sih gak baik buat sehat mental,Positif
mauriniih,janji akan pencet tranding topic apa yang hubung netizen indonesia sehat mental waras mauri february,Positif
barefaceten,bukan anak drim dapet info sehat mental wkwk,Positif
nunayeaah,happy birthday kak berkah umur beri sehat jiwa raga mental limpah bahagia selalu syukur tiada hentinyaaaa,Positif
jenonguwe,mau rumah luar sabar sehat mental sedang uji luar biasa yuk,Positif
TanyaMarlo,orientasi homoseksual biseksual bukan masalah sehat mental tingkat depresi penyalahgunaan zat lebih tinggi masuk alkohol obat obat di orang dewasa muda lesbian gay biseksual tanyamarlo hiv prep jikjinndwin,Positif
WidyaEndita,also inner me libur kan sehat mental jg,Positif
SayaBerani_id,teliti tahun lapor sekitar odhiv alami sulit tidur alas jelas cemas mungkin peran kurang tidur kurang efektivitas sistem kebal tubuh milik konsekuensi sehat mental fisik lain,Negatif
SayaBerani_id,siapa yang milik khawatir sehat mental emosional harus beri tahu dokter cari tolong profesional ahli sehat mental sayaberani hiv,Positif
SayaBerani_id,kelola stres jaga sehat mentalhidup hiv tingkat risiko stres cemas depresi beberapa infeksi oportunistik pengaruh sistem saraf akibat ubah perilaku pikir sayaberani hiv,Positif
SayaBerani_id,olahraga tingkat fungsi kebal tubuh rangsang nafsu makan tingkat sehat mental cegah sembelit sayaberani hiv,Positif
MT_Shop,masa pandemi belum usai selain laku metode self healing jaga sehat mental jaga imunitas tubuh jadi prioritas tidak lewat,Negatif
noirjayke,kadang cuek perlu mett sehat mental wkwkw,Positif
sctmsmprra,diputusin sehat mental dua,Positif
heylaywills,gaharus si demi sehat mental masa depan mau ndak mau,Positif
Akun_ke_2,males wajar siapa tau lagi masalah wasweswosfafifu ga pernah tau kondisi sehat mental orang hilih kintil si paling butuh healing,Positif
collegemfs,cm notice urgentkalian sini tiap hari bahkan tiap jam nang masalah kuliah sender bingung yg sender alami normal mahasiswa rasain memang masalah sehat mental sender bantu jawab,Positif
cozvarey,lo mau naruh percaya sm org sayang sehat mental lo,Positif
AlyaSjarindra,baru masuk udah ngincer tenaga sehat ntar liat pangkat baru kena mental emang situ doang bisa pilih pilih,Negatif
doygimon,mulut sehat mental gue nomor skripsi besok hati kagak bego kalo gak kejar ntar lu stres tangan buka twitter,Negatif
jaeminsedekah,lambe dapet kartu sehat mental makin stress ada,Positif
kresnaprasma,nggambus maine sehat mental semua coach toro silah undur diri jabat ganti sama coach cacing coach ito,Positif
NusadailyCom,ahli sebut inflasi tinggi pengaruh sehat,Positif
Ymooji,woi jangan pingsan gw bantuin deh bantu doa moga lu selalu beri sehat mental jiwa pas upchar,Positif
katakinidotcom,buka sehat mental kendall jenner aku sering panik cemas,Positif
nidanurrofa,dibookmark sehat mental batin jiwa raga,Negatif
kompascom,banyak cara rawat sehat mental dengan self love self care self healing self reward kenal beda antara,Positif
Radar_Cirebon,senam lantai satu jenis olahraga bisa laku mana dengan alat tidak repot salah satu olahraga bisa,Netral
detikinet,populer polusi suara rupa mampu beri dampak buruk sehat fisik mental ini turut sorot pbb lapor baru di unep,Positif
seijurouw,hitung atau total sehat mental stabil,Positif
collegemenfess,cm punya info webinar bersertif yg tema hubung daily life kaya sehat mental health cantik soal lg gabut ngerjain ta mau ngumpulin poin buat sidang,Positif
nadestopia,awal niat sedekah buat nambah kaya dunia aja salah maksa pdhal nih sedekah ga melulu kaya harta sehat ilmu akal mental,Negatif
BubuNyaii,sehat mental panci ragu laporkanroysuryo,Positif
ADIHOWONG,baperan bgt mas nya wkwkwk iya iya bapak abdi negara mama tenaga sehat iya gak sombong kok mas emang orang kalo gagal gitu mas berat emang mental xixixi jadi gampang baperan,Positif
octoubeer,di ada sekarang jaga jaga sehat utama jaga ewarasan amp sehat mental moga hari selalu lancar bahagia aamiinn,Positif
azam_alfatih,build up project nft buat raya hari sehat mental udah siap discord roadmap value sosmed desain karakter dah tapi tiba tiba ragu mau lanjut batalin kek pikir face up reality aja stop the ck fomo fokus skripsi lulus dulu hhmm,Positif
xhindymlw,sehat mental,Positif
candranika_,kadang bingung utama sehat mental tahan idealisme,Positif
doyanbgtngopi,gak cocok sehat mental gue,Positif
ZamaneWorld,teliti institute of neuroscience trinity college dublin temu olah napas kunci sehat pisik mental latih olah nafas sehat pisik mental,Positif
schfess,schapp lagi gabut yuk isi forum tugas ku sehat mental kalang ajar sma aku rep link nya tia,Positif
alyathequeen,inti bpjs sehat faedah perlu baik layan biar rata adil semua daerah indonesia iya perlu banget moga semua selalu sehat ga emosi terus oya bahkan bpjs sehat mengcover periksa sehat mental loh,Positif
collegemenfess,cm kalau kalian suruh milih mending ikutin mau dosbing sehat mental kalian masalah aku udah trauma sama disaranin dosbing aku kait skripsi tp memang beliau selalu suport tp aku idh ga,Positif
hanyunyung,relationship trend today cinta bakti barter sehat mental,Positif
cimolstroberii,treasure members jikjin era gt gt gt gt gt sehat mental,Negatif
aryaafandiy,sehat mental penting loh bestie,Positif
alfanistwn,gausa drama bawa sehat mental deh lu ajg sehat bkn buat becandaan,Positif
nikoaji13,pilih logis layak sehat mental,Positif
wxyzsf606,gue beli dus zonk semua gue suruh jaga sehat mental,Positif
dispsi_tnial,tanding olahraga media sehat mentalsidoarjo bosan bosan kurang rasa khawatir prajurit tni al hadap orang luar lingkung lebih masa pandemi covid personel dispsial usaha menyakinkannya laku tanding olahraga,Negatif
sukasenjaktanya,ini fokus diri sendiri dulu mulai terima diri mulai harga diri sendiri fokus sehat mental jangan bawa hati circle toxic,Positif
SIGMAC00KIE,sehat hati mental pikir keluarga teman sahabat kerabat presiden wali kelas kepala sekolah lingkung tetangga mmf km block,Positif
MoelyonovDjalil,sehat fisik amp mental motivasi berani konsistensi tekun serius fokus amp konsentrasi modal utama tuju hasil md hypnomotivatornodidunia waspadavirusomidrunbukan no action talk only teh mumun bukti,Positif
radioboosfm,hallo sahabat boos siang ada asri tema psikologi christin hingga jam,Netral
Akhmadsubagja67,ayo rileksasi dulu michi aku tahu kamu sibuk kerja keras memang laku semua kerja selesai tepat waktu kamu perlu istirahat lho istirahat sangat penting rileksasi juga sehat mental,Positif
bang_yeahdamn,capek jaga sehat fisik sma mental eeeeh bilang nolep hmmm gmna yaaah,Positif
berreber_berber,gw ken kasih fasilitas sehat mental sama tes psikolog gt dab tiap bulan kontrol aja emosi kalo masalah inti ken luk anak korban cerai broken home,Negatif
tikaprlia,aku hasil ubah diri jalan jalan rumah ajaaktif magerancare cuekkodean bodo amaton wa on tiktokngeluh temen sholat ngomong sama diri sendiribaperan udah kebalfastrespon slowresponoverthingking drakoransadar sehat mental lebih penting,Positif
berryvdka,serba salah tapi sehat mental bukan tanggung jawab kamu kamu hak bahagia,Positif
faraahabidah,gpp kalau kamu bukan generasi sandwich hasil ada cukup sehat mental mu jauh lebih penting apa,Positif
Darma2711,dgn kuat didik sehat amp sejahtera tingkat dapat sdm paripurna unggul mental kuat amp cerdas dpt mjdi motor gerak bangun jd indonesia emas dpt wujud sama demokrattothemoon ahy harap,Positif
Darma2711,harus siap anak muda bangun kapasitas intelektual integritas amp karakter mental kuat sehat fisik semua untuk modal laku ubah muda kuat demokrattothemoon ahy harap loyalisahy,Positif
Ibunda_id,benar kamu hak pasti mampu kontrol segala itu sehat mental fisik mu,Positif
Alexander_Gry,sini aja lu protes bpjs gimana luar negeri emg udh wajib sehat bayar pajak mental negara kembang,Positif
smp44_smg,senam jumat sehat februari bapak ibu guru karyawan smpn semarang ikut senam semangat olahraga benar optimal sehat fisik kuat mental senamjumatsehat smpnsemarang smphebat,Positif
anitajeann90,banyak banyak syukur selalu ampuh obat sehat mental jokowi,Positif
247rebahan,beraaakk sehat mental ganggu abis dapet ni kartu,Positif
bidanews,upaya tingkat sehat mental bidan masa pandemi covid bidan bidan midwife,Positif
pencariapembgr,sehat mental tetap waras jaga jarak jarak sikap jaga hati tidak hati sakit harap lebih,Positif
RakaRahadiyan,baru mute saiddidu sehat mental,Positif
cabangpurnamaa,liat ga beda paling tara bukan lg gratis ga gratis asuransi sini bukan ttg betapa bagus asuransi ln vs betapa bobrok sistem asuransi sehat indonesia mental attitude fall too far beyond them,Positif
Dimas_Lambe,iya cah siki kan pd sangat duli sehat mental jadi zolam butuh hari hari,Positif
uu_kebidanan,upaya tingkat sehat mental bidan masa pandemi covid bidan midwife,Positif
Haileymolnd,karna gk ngubah pikir banyak orang kita ngubah pikir sendiri sehat mental mungkin tiara muak kata semangat jd silah untuk rasa sedang baik baik,Positif
akuaisyahnrr,moga acara fansign hari jalan lancar buat yount tetap tertib patuh protokol sehat yaa pas ketemu masyun jaga jantung mental jiwa raga semua mua nya biar ga pingsan,Positif
sheladamaiyanti,mental masyarakat tuh mau bayar iur bpjs pas sakit doang sih bijak sangat bagus sih turut dhanil co orwkbgqv,Positif
Andirika3,pernah kamu blok ngeblok orang alesannya knp gue sering ngeblok buat sehat mental gue sndri soal gue ga suka stalking orang,Positif
Rzdwrdy,soal sistem sehat memang ada paksa ikut kalo ga paksa ga nyampe nalar utk ikut duit sisa kepakenya buat trading ama beli rokok sakit kena billing mahal baru ngumpat konspirasi big pharma mental turun sini,Negatif
kangghibaahh,soes halo sya guna aktf bpjs slama tdak mas justru saya mau daftar asuransi umum malah sulit akhir malah suruh asuransi jiwa hahaha sya cari asurnsi sehat bkan jiwa asuransi mana tanggung biaya buat obat mental bpjs,Positif
AzisArifai,sehat mental sangat butuh,Positif
junhyukiie,rep nya banding mereka muda dulu sekarang banyak lebih aware mental anak mana dulu kek dikit banget nyadar soal selamat anak sehat mental anak penting,Positif
liputan6dotcom,upaya tingkat sehat mental bidan masa pandemi covid,Positif
buburxayam,sehat mental gue hapus ig aja sih,Positif
laddavntless,drop it sist sehat mental lebih penting,Positif
NoviNFau,pernah mikir salah tempat ada lingkung toxic banyak tekan mau move sadar diri uang stag situ aja mau ngorbanin uang buat planning buat sehat mental,Negatif
ahzia6,tingkat bahagia jaga sehat mental kurang resiko stres uninstal tiktok untuk kurang overthinking,Positif
jjkksjkth,aku jg gapunya temen dekat nder temen dar aha emg ga yg nama temen deket pun palsu jd aku bodoamat ga terlalu mikirin mau temenan ayo ga ydh buat simple aj klo ga ngerasa nyinggung ydh aja jgn dpikirin ntar mlh ovt amp dampak sm sehat mental,Negatif
gilangadirrrrr,bayang sehat mental skrg miris,Netral
pebisbdaytoday,moga tahun banyak rejeki peb biar traktirin kelas cok wkkwkwkw moga jangan boros moga masalah ada cepet dapet jalan keluar moga nemu tipe ideal ayang wkwkwkkw kasih sehat fisik amp mental terus panjang umur,Positif
julianawidya_17,lebih parah sehat mental sedang agung kan ini akam pengaruh gejolak perang sendiri karena beban kerja tugas skripsi aja bikin sakit mental kondisi perang yakin sanggup,Positif
halvlune,minta doa restu orang tua trus istirahat cukup hihi ga pgn terlalu pusing utbk fokus sama diri aja siapin mental jaga sehat,Positif
MardhiyahPuji,terkadang sikap bodoamat penting banget buat nyaman diri sendiri tuju biar ngga terlalu overthinking bisa jaga sehat mental,Positif
xiammaul,run bestie run sehat mental fisik jauh lebih penting,Positif
lutfiyaa_,udah cukup bulan aja deh kerja tempat toxic sehat mental lebih penting apa,Positif
bemppns,coming soon kesma care segera hadir kesma care rupa agenda baru menteri sejahtera mahasiswa tuju beri wadah bidang sehat mental ppns ppnssuccess bemppns sinestesia kemenkesma kesmacare,Positif
chickenwinc1,liat masa gapyear lebih baik buat sehat jiwa raga mental even awal bgtt,Positif
yaemikotf,disclaimer on sehat mental ak saranin jangan main game kecuali punya duit banyak,Positif
kompascom,pasien isoman covid perlu jaga sehat mental proses sembuh lebih baik,Positif
beritajatimcom,simak ulas dapat informasi beberapa aplikasi bisa guna untuk atas sehat mental dalam beberapa kini news beritajatim jatim beritajatimcom,Positif
ridwcn,overdosis buku kirik gak bagus buat sehat mental,Positif
anthivlt,jadi gin sehat mental penting buang jauh toxic itu ga baik buat kamu jadi bahagia laku apa buat kamu bahagia justtalkingtomyself,Positif
rebelwithcaused,met pagi jaga sehat mental pikir jujur paling paham itu diri sendiri,Positif
lalala3xye,pokok ga mau tau iyasi aku jg ken kalo paksa gin kek kesel lebih mentingin image daripada sehat mental gue wkwk padahal gue keluar udah ga tahan bawa psikolog baru sembuh langsung ditanyain nyesek banget,Positif
kompaslifestyle,perlu jaga sehat mental jalan isoman covid cara,Positif
DikaSulistian,kadang suka mikir mending diem aja deh percuma kalo ngomong jadi disalahin pikir aneh huft susah sekali jaga sehat mental ya allah,Positif
Kizreina,gapapa gapapa kamu sangat hebat tahan saat lebih kuat ya depan kamu anak pertama kuat sedih jangan angsur angsur ga baik untuk sehat mental fisik semangat,Positif
ranulis_,capek nih pagi begini pusing ngomongin sehat mental di lingkar sendiri mental gua hantam mulu kek gada harga,Positif
BujangDanoor,vaduka se wenang kan banser seleksi jadi menteri gk periksa psikologi sehat mental calon menteri di cek and ricek tuh kena paranaoid waham akut,Positif
BtsarmyPeduli,update donasi ultah suga bantu juang sehat mental donasi ini kumpul besar rp kalian donasi akan tutup maret terimakasih seluruh army indonesia twt,Positif
athingweneed,journaling banyak manfaat lho utama sehat mental reda stress bantu pulih traumatis hingga tingkat mood cr orami,Positif
watermelon_yong,keluarga gue harmonis temen temen gue pernah rumah gue ngerasa fun sama tapi juga ga jamin sehat mental gue baik baik aja bahkan dulu pandang belah mata pas gue psikiater terus,Positif
Argentea7,kuliah semester aja bikin minta healing bulan buat sehat mental kalo perang mental gw mah ga sanggup dah amit perang moga konflik cepat selesai,Positif
bon_nugroho,setop bohong bohong menyengsengsarakan bohong bahaya sehat mental laku,Positif
convomf,ajar nyetir sama bokap bayar kaga pake duit pake sehat mental,Positif
Adriantok_,udah mas kalo gakberharap sama kamu gausah terlalu harap respon dia mending kamu pergi aja dia suka main sana sini sehat mental raga utama jangan terlalu maksa kayak gin mas ingat ada orang orang lebih peduli sama kamu,Positif
Bagusar10319844,daging bebek kaya kandung mineral salah satu mineral tembaga peran jaga sehat fisik sekaligus mental tetap stabil,Positif
zhrfhrnis,enough sehat mental,Negatif
MchlRavnJo0_04,mental health arti sehat mental jdi bkn sakit rey hehe ya dripada self diagnose mending beneran periksa mahal sih k temu klo mau murah di halodoc hayoo dripada caper eh tau salah kan malu sendiri,Negatif
