2022-02-26 02:33:11,mas_bakul,"@sbyfess yah saran saya tinggalin aja ka, mending fokus ngurusin utang aja daripada ketambah masalah² lain... selametin dulu kesehatan mental kmu soal uang masih bisa dicari 👐 semangat"
2022-02-26 02:30:00,lelongPROJECT,"Sebuah penelitian mengungkapkan bahwa liburan ke pantai diyakini ampuh untuk mengurangi depresi, meningkatkan kreativitas, dan mengembalikan kesehatan mental. Tidak akan ada yang bisa menolak pesona pantai dengan aroma air laut segar dan gemeresik daun kelapa yang bertiup. https://t.co/mEKk8ivLgi"
2022-02-26 02:20:26,skjnmoon,sangadddd sangadddd tydack baik untuk kesehatan mental w
2022-02-26 02:18:59,safemytwt,bahkan gue pernah cari informasi buat dateng ke psikiater dan psikolog saking ancur nya mental gue! apa lo gk tau gue benerin kesehatan mental gue dengan rasa yg gapernah gue bayangin!
2022-02-26 02:16:47,lilchimeow,@ladilbolala Hubungan covid sama kesehatan mental anak2 muda
2022-02-26 02:11:05,kompascom,"Tidak hanya kekerasan fisik saja, kekerasan verbal juga memiliki dampak buruk bagi kesehatan mental. Simak penjelasannya di sini https://t.co/XkNYduV6je"
2022-02-26 02:07:59,jieunicityx,"Menstabilkan persediaan energi di dalam tubuh.Memperbaiki suasana hati (mood).Membantu menjaga berat badan ideal.Membantu mencegah timbulnya masalah pada kesehatan mental, seperti kecemasan, depresi, dan ADHD."
2022-02-26 02:07:24,leoraroel,@ladilbolala kesehatan mental
2022-02-26 02:07:00,magdaleneid,"Sebagai masyarakat, kita dapat ikut aksi pencegahan perubahan iklim baik melalui upaya individu dengan menjalankan gaya hidup ramah lingkungan maupun upaya kolektif dengan bergabung di gerakan untuk mendorong kebijakan yang lebih ramah lingkungan.https://t.co/gBLSGTJmIp"
2022-02-26 02:05:00,newsmerahputih,Staycation dan Workcation Jadi Pilihan untuk Kesehatan Mental.#merahputihcom #staycation #Workcation https://t.co/RANpDhjvM8
2022-02-26 02:02:00,happyend2022,"Tinggalkan orang toxic demi kesehatan mental, sayangi mentalmu, skrg fokus aja sm cita-cita dan impianmu"
2022-02-26 01:57:21,mdyprttrn,Kesehatan mental di uji kalo kk ke3 pulang. Tapi aku senang juga karna ada teman main hehehe3x
2022-02-26 01:55:51,bukansayang_,@leejeluolu SEDIH BANGET SAMPE KEBAWA MIMPIIIIII 😭btw emang banyak yang protes gara-gara gituu satu dus tapi isinya kesehatan mental yang bikin kena mental 😭
2022-02-26 01:26:51,igidiary,"""kita kan belajar psikologi, jadi kita juga harus menjaga kesehatan mental kita""☺️👌"
2022-02-26 01:09:35,ekapusp,Kesehatan mental itu berharga banget emang.
2022-02-26 01:03:50,Satryaadp_,@intanorii Uang berpengaruh besar untuk kesehatan mental kita
2022-02-26 00:47:30,rawrzahra,"org yg play victim tuh bahaya bgt deh suer, baik untuk kesehatan mental kamu dan fisik kamu. you never know what they will do behind you. so please stay away."
2022-02-26 00:26:23,VFhar,"ga selamanya block, hide, unfollowitu childish, because menjagakesehatan mental itu yangterpenting."
2022-02-26 00:12:07,MardhiyahPuji,Terkadang bersikap bodoamat itu penting banget buat kenyamanan diri sendiri. Tujuannya biar ngga terlalu overthinking dan bisa menjaga kesehatan mental kita.
2022-02-26 00:05:32,BagasChrzmy,Pop Punk di pagi hari bagus buat kesehatan mental
2022-02-25 23:18:37,ijoahae,@maudlinamida @worksfess Bertahun2 bertahan karena butuh tp akhirnya resign juga 🥲 kesehatan mental juga penting ges.
2022-02-25 22:13:14,morecaffeins,Klo kata mas ray mengganggu kesehatan mental https://t.co/xc0Hk4vQqB
2022-02-25 19:50:14,NcinCuan,"drtd baca TL isinya rata"" soal kesehatan mental, ky'nya ini pertanda kl kesehatan mental eike sedang tidak baik"" saja 😆"
2022-02-25 18:15:02,kompasiana,"Mengenal Daydreaming dan Manfaatnya, Melamun Bermanfaat bagi Kesehatan Mental Lho https://t.co/7nEe2niiWk"
2022-02-25 18:00:11,oceanzyx,@Askrlfess batasin komunikasi sma dia aja trs jgn kmu bls lg klo dia ngedm apa chat kmukesehatan mental kamu lebih penting sih nder
2022-02-25 17:19:41,Jkt48_rengechon,"Setelah memberanikan diri, tutup mata tutup telinga hingga ada hasil yang nyata. Kadang ada baiknya melarikan diri, demi kesehatan mental dan pikiran"
2022-02-25 17:15:18,purebloodpridee,"@ll_qlp_ll @Rio97333154 @AgoesSoetjipto @RizkyYusufFern1 @lidyaanggraeany @Midjan_La_2 Kesehatan mental itu perlu bang, kalo abgnya nanya “apalagi yg kurang” keknya otaklu kurang deh bg 😁"
2022-02-25 17:04:23,WEnjelys,"Aku disitu cuman mikir "" berarti keadaan ku waktu itu benar2 parah"" dan pulang dr sana aku search ttg kesehatan mental dan cara ngehindarinya. Kebetulan ak lagi sedikit depresot, trs barusan buka ttg mental health, jd bisa mencegah dan nambah ilmu juga.Semangat! Nevergiveup!"
2022-02-25 17:03:15,UGM_FESS,Ugm_fess orang yg tau kesehatan mental seseorang bakal nyebarin ke orang lain ngga ya ? Huhu takut
2022-02-25 16:43:58,hehtrid,@SmgMenfess2 kalo aku gpp sih. tanya alesan pisah knpa kalo bisa km berhubungan baik sama mantannya buat kesehatan mental anaknya dan kejelasan pisahnya mereka. gaperlu merasa bgaimna sm mantannya kan mereka pisah bkn karna kmtapi sebelum itu semua pastiin juga mentalmu siap menerima anaknya
2022-02-25 16:42:09,binarmentari_,@ezash Gue jujur ngeri sama kesehatan mental dia 🤣
2022-02-25 16:38:41,cufives,"Selain menjaga kesehatan badan, menjaga kesehatan mental juga tidak kalah pentingnya di masa-masa sekarang ini. ✊🏻"
2022-02-25 16:26:14,wonggendeng44,"@calliya_ @aldiardiansya18 @yuniprasetya_ @MTanpabayangan @zans_hzn @repide_ @fullmoonfolks wkwk, dah biarin aja mbak. capek ati nasihatin org bebel. mending minggir aja biar tetep waras. biar kesehatan mental mbak tetep terjaga juga"
2022-02-25 16:26:00,the_geotimes,Pentingnya Kesehatan Mental bagi Remaja Indonesia https://t.co/QIYlFbx9eZ
2022-02-25 16:19:29,rvoue,bukti nyata kesehatan mental tuh bkn hal sepele
2022-02-25 16:11:36,detikhot,Ayu Aulia tampil di TV dan tampak sehat usai heboh dikabarkan melakukan percobaan bunuh diri. Dia mengaku sudah lama bergelut dengan kesehatan mentalnya. https://t.co/xNd8y9ssyO
2022-02-25 16:07:36,aosaddictt,@bintangadm @daffaimanuell @putrarnvdr @nanacimowl gua juga dari awal mikir kesehatan mental daffa knp bisa kuat bnr 😭😭
2022-02-25 15:45:56,lintanglangit15,Apalagi kalau mau wawancara dg napinya pasti ngeri ngeri sedep. Kena mentalnya dobel: karena skripsi plus efeknya buat kesehatan mental habis wawancara. Bisa jadi si napinya menolak kunjungan untuk wawancara kayak Red Cap di episode pertama. Harus disogok pake uang baru mau.
2022-02-25 15:42:45,yurisluvv,"semua yang udah terjadi, dijadikan pengalaman aja ya, jangan sampe ke ulang lagi. dan hal-hal yang di sebutkan tadi itu sangat berpengaruh bagi orang yang menjadi sasaran, lebih tepat nya buat kesehatan mental dia."
2022-02-25 15:42:37,Airyn01,"8 month di manjain nggak, di bayarnya pake kesehatan mental. I'm sorry for everything... 🙂"
2022-02-25 15:35:49,adtyaindahpl,"""ya udahlah, ya."" itu baik untuk kesehatan mental. Saat kenyataan sering nggak sesuai harapan."
2022-02-25 15:34:31,bbyMyatnoekhin,"@tubirfess ga ngerti bgt sma ni bunbun, dia bilang kesehatan mental si salim gimana. apa dia lupa dia pernah bikin sayembara yg which its itu juga bkin mental org rusak -_-"
2022-02-25 15:20:46,exolbubu,"@Ryscim @helmihelmi kalau bapaknya yg salah ya julid ke bapaknya aja, atau kalau emang bisnisnya bermasalah yaudh topiknya ke situ aja, ini kenapa jadi kaya nyerembet kemana2, kuliahnya, sampe ke fisik nya segala apa urusannya coba.. sibuk ngomongin kesehatan mental ujung2 nya malah jadi bully.."
2022-02-25 15:20:30,ngeontod,"Kadang, keluarga sendiri yang buat kesehatan mental kita yang awalnya baik baik aja jadi ga baik baik aja"
2022-02-25 15:16:16,jeonwonuimnida,@caratstalk Gamau rewatch. Cukup sekali karena aku gakuat. Takut kesehatan mental setara dengan selera humor anjloknya
2022-02-25 15:15:32,kyudgurl,@treasuremenfess yuu nder untuk kesehatan hati dan mental
2022-02-25 15:09:04,Irdint,plis jangan jadikan perang buat candaan.. saya sendiri nggak berani ngukuti.. nggak berani nonton berita manapun soal perang di sana.. BIG NO!! untuk orang yg mudah overthinking.. demi menjaga kesehatan mental
2022-02-25 15:07:37,cocoaadeluxe,"bersikap buruk beramai-ramai pada seseorang alias membully bisa menimbulkan luka mendalam bahkan pada kesehatan mental seseorang. kadang, kita juga melakukan tanpa menyadarinya."
2022-02-25 15:05:16,Mumus3101,"@convomf Selain saran2 kakak2 di rep, juga jangan lupa jaga kesehatan mental sm fisik nder. Soalnya stress juga bisa ngaruh ke kerontokan rambuttSemangat ya nderr"
2022-02-25 15:00:09,myvervorjoy,@convomf Selain fisik juga kesehatan mental tu penting 😔
2022-02-25 15:00:02,matsuyamafurano,"Pokoknya kesehatan mental dan kesehatan hati diri sendiri itu eksklusif, jgn sampai sakit karena hal hal kecil atau salah ambil keputusan yg berujung membahayakan diri sendiri."
2022-02-25 14:59:08,onegodjihyo,"@preciousinrin aku mau kasih saran nya opposite ajah wkwkwkadang kalo semua nya serba salah, udah berusaha maksimal tapi tetep gak sesuai ekspektasi. mungkin bukan dari kita nya pribadi, tapi tempat nya sendiri udah gak kondusif. kesehatan fisik sama mental tetep nomor 1.."
2022-02-25 14:54:16,EunRose18,"Lain kali na pd and jiwon ga ush ngajakin cewe2 tu ya, niatx pgen enjoy nonton mlah ngerusak kesehatan mental gue 😑"
2022-02-25 14:43:44,collegemenfess,"[cm] menurut kalian inovasi yg perlu dikembangin atau yg belum ada apa? terutama di bidang psikologi atau kesehatan mental yaa, tp selain itu jg boleh, drop ya, makasiii"
2022-02-25 14:42:55,papoydame,"tau batasan, pikirin orang lain sama kesehatan mental nya. hihh gua makan lu"
2022-02-25 14:41:50,Aquarrrs321,"@Jeiino1 Cuma Nino yg magadir, bahkan ga mikir mental anaknya, kesehatan mba andin yg lg hamil. Cuma mentingin ego &amp; emosi si nino#IkatanCinta"
2022-02-25 14:34:06,adowoonie,"@bunnynayeone @lovsjay20 kek pada so banget mentang mentang line lo pada lebi tua dari dia, bukannya membela, lo pada tau kesehatan mental lebih penting, tapi malah lo sendiri yang bikin tuh bocah kena, sinting ye? mentang mentang lagi tren nya spall spill, matalu spill, liat liat lawan nya ogeb"
2022-02-25 14:30:35,azkadotid,"Sering Menulis Jurnal, Maudy Ayunda Ungkap Manfaatnya untuk Kesehatan Mental https://t.co/DGtscJf092"
2022-02-25 14:28:48,dalkomcarrot,@shen_derella Klo lu udh ga kuat mending lu unfoll aja deh shen demi kesehatan mental lu jga😭
2022-02-25 14:27:46,DestyAOG,"@nurazizah1915 AminnnnnnWalaupun mental kesenggol tipis tipis, ada gila-gilanya kerja di pelayanan kesehatanSetidaknya ada duit buat healing jajan merchnya om-om gantengku 💙"
2022-02-25 14:27:20,TokoRagil,"Jika Anda berhenti merokok &amp; memutuskan siklus penarikan diri dari nikotin, kesehatan mental Anda akan meningkat. [British Medical Journal]"
2022-02-25 14:26:19,satbrimobda,"Pembinaan Rohani dan Mental Personel Batalyon B Pelopor Satuan Brimob Polda Sulawesi Tenggara Yang Beragama Islam,Guna Untuk Meningkatkan Iman dan Taqwa Terhadap Allah SWT di Tengah Pandemi Covid-19 dan Tetap Mematuhi Protokol Kesehatan./Jum,at 25-02-2022. https://t.co/hjsipRMmmV"
2022-02-25 14:21:14,Algebrigel,"@convomf Bahas tentang pengaruh twitter terhadap kesehatan mental remaja nder wkwkw, btw aku ngasal."
2022-02-25 14:20:41,qkrwlsdud26,"Menunggu jinyoung kaya gini 🧍🏻‍♀️🧍🏻‍♀️ selain demi kesehatan mental dia, demi kesehatan mental yang nonton juga wkwkwkk 😭 https://t.co/c5Jtl1aTbr"
2022-02-25 14:13:39,Landiameganus,"4thn kuliah psikologi, belajar ""tentang manusia"" ""kesehatan mental"", ternyata belum cukup buat menyembuhkan."
2022-02-25 14:13:13,LutviIsmaya,"Sedang jatuh cinta sama buku yang bahas kesehatan mental. Terbius, +/-2 jam selesai baca buku 1 biji (300 hlm)."
2022-02-25 14:07:21,seirenesss,"@18fessss Please jauhin demi kebaikanmu, u deserve bettercowo sampah kyk gitu mah dibuang aja nderlagian jodoh udah diatur kok, pusing amat mertahanin yg kyk gitu, ngga worth sama kesehatan mental mucomecome https://t.co/5ZVY0qxAMp"
2022-02-25 14:03:24,leedongh6,@mahaeyay Take your time💚💚💚 kesehatan fisik dan mental lebih berharga💚 semangattt! Wish u get better soon🤗
2022-02-25 13:58:16,milia_on_7,"@utoviana Kalau ada lanjutannya aku bakal harus ignore demi kesehatan mental my headcanon Aya dan Geo, kasian mereka masa musti jumpalitan kek bokap2 nya"
2022-02-25 13:56:00,imsunghoont,"Mending blokir nomer afie sih, demi kesehatan mental"
2022-02-25 13:52:51,Morphinepple,"@diabolosex Demi kesehatan mental ada baiknya menjauhi orang manipulatif, Em..."
2022-02-25 13:52:33,zeronol0,"@merylnotstreep_ Keputusan yang ga mudah mba, tapi kesehatan mba jauh lebih penting apalagi kesehatan mental mba, uang bisa di cari tapi kesehtan itu ga ternilai mba. Semangat ya mba"
2022-02-25 13:50:38,jaerinthebunnyx,@missufe Done makjii👐💖 aku lg uninstal ig demi kesehatan mental wkwk jd lewat web yaa makji💐 https://t.co/jQuKkUd11g
2022-02-25 13:42:31,glummyummy,"Disuruh cek kesehatan mental, sama orang yang mental nya ketikanDuh duh"
2022-02-25 13:25:00,jjunchae,@chaemin151311 asupan kesehatan fisik dan mental 😭🤣
2022-02-25 13:15:57,Aleviathan_,"@taeluxcious kak? u ok? its ok, kesehatan sama mental lu lbh utama.jgn terlalu pikirin hal yg ga penting.sehat selalu kak👍🏻"
2022-02-25 13:08:17,Joe_Wiet,"@democrazymedia Dicek dulu kondisi kesehatan mental kakek renta itu, masih normal gak?"
2022-02-25 13:01:55,Themoodbreaker,Poinnya disini semakin tahun masalah sexualitas dan kesehatan mental udah sangat diperhatikan banget. Jadi jangan ragu ya ges kalau emang butuh bantuan profesional daripada ntar ditolak sama owner pt atau usaha apapun deh.
2022-02-25 13:00:17,exoplanet_girls,@tanyakanrl Njirr makin banyak aja yg begituan. Yg mapan mau punya anak aja rencananya panjang dipikir matang2 ni bocah demi mahar murah?! Busett lu kata gedein anak makan batu? Gk bertanggung jwb sm kesehatan mental dan fisiknya hooh https://t.co/HIJ3w1TzrF
2022-02-25 12:59:57,Themoodbreaker,"PT : Dulu di jakarta itu saya sering ketemu begitu. Drh : Kamu ga ada gejala bipolar kah? Aku : engga dok, saya kalau kesehatan mental bagus. 1 tahun sekali mesti cek ke rsj.Drh : Oh iya aku lihat CVmu kamu psikologi dan pernah ngajar slb."
2022-02-25 12:48:40,glazedsaturn,"@jiejaems AKU DAPET KESEHATAN MENTAL SUSAH DEH, KELUARGA MULU💔💔💔"
2022-02-25 12:41:08,besta_,"@shf1004 Saran nih, pindah jago, much better, demi kesehatan mental 😂"
2022-02-25 12:39:09,wildane_snare,"@princessaryfm Percayalah bestie saia sudah ""diet"" ig dan hanya Twitter yg aman untuk kesehatan mental 🤣🤣🤣"
2022-02-25 12:37:30,adriananina_,"@sbyfess Tidur lebih awal. yg terpenting kesehatan mental, kalau mentalmu baik, meskipun tidurnya di rentang 5-6 jam itu udah cukup, lebih mudah bangun lebih awal dan ga akan ngerasa kurang tidur. tapi kalau mentalmu buruk, sebanyak apapun kamu tidur rasanya akan selalu kurang"
2022-02-25 12:35:41,chaemin151311,the sweetest! @jjunchae terimakasihh huhuu makasih atas asupan kesehatan fisik dan mental ini 🤍🥺 https://t.co/EMRBGCETU8
2022-02-25 12:30:11,satriablegoeh,"@syaz1ti Kesehatan mental itu perlu mbak, wkwkwk"
2022-02-25 12:29:46,dedellrrr,Ok I promise this is the last one. Ga baik buat kesehatan mental wkwkwk https://t.co/c1HnlomsXd
2022-02-25 12:29:23,order666666,"seneng banget akhir e kamu ketrima kerja yaaa, tetep semangat kuatin mental dan jaga kesehatan semoga rejeki yang km dapat menjadi berkah untuk papa sama mama kamu yaaa"
2022-02-25 12:22:17,okezonenews,"Jaga Kesehatan Mental, Kendall Jenner Suka Menulis Buku Harian #LengkapCepatBeritanya #Celebrity #KabarArtis #Gosip . https://t.co/Z7ONkFAaG2"
2022-02-25 12:20:22,argonatrium,"@chamomileeet kalo kata guruku, bikin karya tulis jangan yg sampe mempersulit diri, jd aku kasih saran mending topik yg deket sm kamu atau kamu tau banget ttg topik itu, kalo ttg psikologis misalnya pengaruh sosial media bagi kesehatan mental remaja"
2022-02-25 12:15:31,etoileyj,"Hyuka,Taehyun jawab gue. MAU APA KALIAN KESEHATAN MENTAL GUE ????? 😭😭😭😭😭"
2022-02-25 12:10:22,hdbrjfifnsbshfi,"@v_frontline_pc Punten min, permainan persib babak kahiji kumaha alus teu,tos 5 pertandingan teu lalajo demi kesehatan mental ameh teu rungsing nempo permaenan butut si cungur rene"
2022-02-25 12:09:34,lovelyhwanjun,@sunrock_one iyh btul tdk baik untuk kesehatan mental
2022-02-25 12:08:22,daaisiy,"Dulu aku rajin banget deh buat balesin tweet tentang kesehatan seksual, mental illness sama relationship. Sekarang loyo. 😂"
2022-02-25 12:06:30,slotbocoran_,Akhirnya babonnya kakek uus keluar juga fren ! Langsung aman kan kemenangan demi kesehatan mental fren ! Pola Olympus20x manual xxx20x quick auto xvx dc on30x turbo auto vxv dc on30x quick auto xvx dc onLink main di bio ya fren ! Yg ada bonusnya ! https://t.co/HgutTN7e4p
2022-02-25 11:59:12,klepon04,@Fluffmilktea Iya kak demi kesehatan mental dan batin wwwwww
2022-02-25 11:53:52,silmyfaiziaa,ga worth it buat kesehatan mental loh mi:)
2022-02-25 11:50:43,Richadhrmwt,@_ris444 Disaranin demi kesehatan otak dan mental mndingan jangan ✌️
2022-02-25 11:48:58,SalamchatID,"Sekali-sekali makan makanan dengan kadar gula tinggi memang gak masalah, tapi konsumsi gula berlebih dalam jangka panjang akan berefek buruk bagi kesehatan mental! (Knüppel, Shipley, https://t.co/KKSuDn86EN., 2017) 😩😩😩"
2022-02-25 11:40:16,RoyKimochi,"@justanono @Tawaanan @Canddddddd_ @Midjan_La_2 Halaah, kesehatan mental juga modal self diagnose aja"
2022-02-25 11:34:56,justanono,@RoyKimochi @Tawaanan @Canddddddd_ @Midjan_La_2 susah emang paham soal kesehatan mental kalo g berotak
2022-02-25 11:29:18,jasminyeee,"@Askrlfess Nder, paling bener kamu stan Bangtan aja lah demi kesehatan mental. 😔"
2022-02-25 11:26:12,O2HUEKANG,@zuncore 😠😠😠😠😠 apakah kamu perlu aku block untuk kesehatan jiwa mental ragaku?;!#?$;?
2022-02-25 11:23:06,futureaythvr,"Sudah ada studi nya, polusi suara yg berlebih bisa menurunkan kesehatan (nggak cuma mental). Jangan lumrah sama polusi suara cuma karena itu kebiasaan masyarakat."
2022-02-25 11:21:06,rddhty,Yang paling penting emang kesehatan mental
2022-02-25 11:13:22,virasatque,berenti berekspektasi demi kesehatan mental dan hati
2022-02-25 11:11:45,alzaela008,"kondisi tubuh drop, dan kesehatan mental jg jd lebih rapuh. 😥"
2022-02-25 11:06:16,tomatonna6,"6. ambis boleh tapi tetep jaga kesehatan fisik+mental.sebenarnya ini agak susah apalagi buat jaga kesehatan mental, banyak faktor yang bakal muncul, apalagi di masa-masa kayak begini, bayak berbagai macam tekanan juga, tapi usahain tetap tegar, jangan nyerah!!"
2022-02-25 11:04:07,archyaw_,"Pengin resign dari bumi kalo liat dia, liat doang loh padahal. Soalnya kalo ngobrol udah ga sanggup, kesehatan mental terguncang🙏 https://t.co/jF3Wj9iIfw"
2022-02-25 10:49:51,Jabar24Jam,"Manfaat Mimpi Bagi Kesehatan Mental, Tanda Orang Amnesia Bakal Mengulangi Mimpi yang Samahttps://t.co/5mNCr1dSN5"
2022-02-25 10:45:24,beella_by,Aku selalu berusaha menerima kenyataan kalau aku emang stressBukannya kunci kesehatan mental dan emosi itu 'menerima' ya
2022-02-25 10:45:05,mas_bakul,@xcloudbread rehat dulu buat kesehatan mental
2022-02-25 10:42:40,Adawiyy46655443,@diajengputri080 Karena pada dasarnya terlalu baik juga ga baik untuk kesehatan mental :)
2022-02-25 10:39:29,baaddbuudd,"Tergantung, kalo lidahnya julid sih gak baik buat kesehatan mental~ https://t.co/yUQ2q3QclR"
2022-02-25 10:31:35,mauriniih,"“Saya berjanji tidak akan memencet tranding topic apapun itu yang berhubungan dengan netizen Indonesia. Demi kesehatan mental dan kewarasan saya. “- Mauri, 25 February 2022."
2022-02-25 10:31:08,barefaceten,"@borndayboy Bukan anak drim, dapet info kesehatan mental wkwk"
2022-02-25 10:28:29,nunayeaah,"@mamanyananon Happy birthday kak, berkah umurnya diberi kesehatan jiwa raga dan mental serta dilimpahkan bahagia selalu dan syukur yang tiada hentinyaaaa 🤗🤗❤️"
2022-02-25 10:27:02,jenonguwe,"Mau di rumah , di luar , kesabaran dan kesehatan mental sedang di uji luar biasa. Bisa yuk bisa 😌"
2022-02-25 10:20:29,TanyaMarlo,"Sementara orientasi homoseksual atau biseksual bukanlah masalah kesehatan mental, ada tingkat depresi dan penyalahgunaan zat yang lebih tinggi (termasuk alkohol dan obat-obatan lain) di antara orang dewasa muda lesbian, gay, dan biseksual.#TanyaMarlo #HIV #PrEP #JIKJIN2ndWin"
2022-02-25 10:15:05,WidyaEndita,Also inner me: Tapi liburan kan untuk kesehatan mental jg. 🙄
2022-02-25 09:58:08,SayaBerani_id,"Penelitian di tahun 2013 melaporkan bahwa sekitar 70% ODHIV mengalami kesulitan tidur. Alasannya tidak jelas, tetapi kecemasan kemungkinan berperan. Kurang tidur dapat mengurangi efektivitas sistem kekebalan tubuh dan memiliki konsekuensi kesehatan mental dan fisik lainnya."
2022-02-25 09:56:55,SayaBerani_id,"Siapa pun yang memiliki kekhawatiran tentang kesehatan mental atau emosional, mereka harus memberi tahu dokter dan mencari pertolongan dari profesional atau ahli kesehatan mental.#SayaBerani #HIV"
2022-02-25 09:56:54,SayaBerani_id,"Mengelola Stres Dan Menjaga Kesehatan MentalHidup dengan HIV dapat meningkatkan risiko stres, kecemasan, dan depresi. Juga, beberapa infeksi oportunistik dapat mempengaruhi sistem saraf, mengakibatkan perubahan perilaku dan pemikiran. #SayaBerani #HIV"
2022-02-25 09:56:47,SayaBerani_id,"Olahraga dapat meningkatkan fungsi kekebalan tubuh, merangsang nafsu makan, meningkatkan kesehatan mental, dan mencegah sembelit.#SayaBerani #HIV"
2022-02-25 09:55:27,MT_Shop,"Di masa pandemi yang belum usai ini, selain melakukan metode self healing untuk menjaga kesehatan mental, menjaga imunitas tubuh juga menjadi prioritas yang tidak boleh dilewati."
2022-02-25 09:51:34,noirjayke,@jvngone_ kadang cuek diperlukan mett demi kesehatan mental wkwkw
2022-02-25 09:36:16,sctmsmprra,@rlgxg diputusin demi kesehatan mental kita berdua?!
2022-02-25 09:32:57,heylaywills,"@farehaldi gaharus si, tapi demi kesehatan mental di masa depan, mau ndak mau 😔✊"
2022-02-25 09:30:34,Akun_ke_2,"@zahraja_ @creamycrux @ppiuwppiuw @yoshiadorer @tubirfess Males itu wajar, siapa tau dia lagi ada masalah wasweswosfafifu, kita ga pernah tau kondisi kesehatan mental seseorang hilih kintil-si paling butuh healing"
2022-02-25 09:22:49,collegemfs,[cm] TOLONG NOTICE YA URGENTKalian disini ada yg tiap hari atau bahkan tiap jam nangis karena masalah kuliah? Sender bingung yg sender alami ini normal mahasiswa rasain atau memang ada masalah di kesehatan mental sender. Tolong bantu jawab ya 🙏
2022-02-25 09:19:45,cozvarey,@tanyakanrl Lo masih mau naruh kepercayaan sm org begitu? Sayangi kesehatan mental lo ya
2022-02-25 09:10:47,AlyaSjarindra,@txtdrberseragam Baru masuk udah ngincer tenaga kesehatan. Ntar diliat pangkatnya baru kena mental. Emang situ doang yang bisa pilih-pilih 🙂
2022-02-25 09:08:46,doygimon,"mulut: ""kesehatan mental gue nomor 1, skripsian bisa besok""hati: ""kagak bego, kalo gak kekejar ntar lu juga stres""tangan: *buka twitter*"
2022-02-25 09:02:43,jaeminsedekah,lambemu dapet kartu kesehatan mental makin stress yg ada https://t.co/iE15Uk1Fuw https://t.co/RzztGdQ30B
2022-02-25 08:45:09,kresnaprasma,"@risqi_07 Nggambus maine. demi kesehatan mental kita semua, Coach Toro kami persilahkan untuk mengundurkan diri dari Jabatan dan diganti sama Coach Cacing / Coach Ito."
2022-02-25 08:42:34,NusadailyCom,Ahli Sebut Inflasi Tinggi Pengaruhi Kesehatan Mentalhttps://t.co/CW5XxPSxFa
2022-02-25 08:37:04,Ymooji,"@NCTJENY WOI JANGAN PINGSAN, GW BANTUIN DEH. BANTU DOA SEMOGA LU SELALU DIBERI KESEHATAN MENTAL DAN JIWA PAS UPCHAR 🤲🏻"
2022-02-25 08:36:02,katakinidotcom,Terbuka tentang Kesehatan Mental Kendall Jenner Mengaku Sering Panik dan Cemas https://t.co/oNAlvvFE4N
2022-02-25 08:34:26,nidanurrofa,*dibookmark demi kesehatan mental batin jiwa raga*
